seed,split,position,sample_id
42,train,351,00000219_002.png
42,train,352,00001018_000.png
42,train,353,00000766_012.png
42,train,354,00000099_011.png
42,train,355,00000105_004.png
42,train,356,00001160_000.png
42,train,357,00001194_001.png
42,train,358,00000766_006.png
42,train,359,00001298_007.png
42,train,360,00000099_005.png
42,train,361,00000385_003.png
42,train,362,00000674_000.png
42,train,363,00001206_000.png
42,train,364,00000727_009.png
42,train,365,00000248_019.png
42,train,366,00000664_000.png
42,train,367,00000273_004.png
42,train,368,00000017_002.png
42,train,369,00001216_000.png
42,train,370,00000021_000.png
42,train,371,00000652_002.png
42,train,372,00000159_000.png
42,train,373,00000834_001.png
42,train,374,00000248_025.png
42,train,375,00001054_004.png
42,train,376,00000652_016.png
42,train,377,00000031_000.png
42,train,378,00001230_002.png
42,train,379,00000591_018.png
42,train,380,00000459_033.png
42,train,381,00000043_000.png
42,train,382,00000758_002.png
42,train,383,00000053_000.png
42,train,384,00001252_002.png
42,train,385,00000620_002.png
42,train,386,00000459_027.png
42,train,387,00000870_003.png
42,train,388,00001301_023.png
42,train,389,00000616_000.png
42,train,390,00001264_000.png
42,train,391,00000091_003.png
42,train,392,00000606_000.png
42,train,393,00001274_000.png
42,train,394,00001301_037.png
42,train,395,00000570_000.png
42,train,396,00000408_000.png
42,train,397,00001102_000.png
42,train,398,00000560_000.png
42,train,399,00000996_004.png
42,train,400,00000418_000.png
42,train,401,00001112_000.png
42,train,402,00000954_007.png
42,train,403,00000335_000.png
42,train,404,00000621_007.png
42,train,405,00001027_001.png
42,train,406,00000042_005.png
42,train,407,00000621_013.png
42,train,408,00000857_004.png
42,train,409,00000631_007.png
42,train,410,00000368_001.png
42,train,411,00000210_001.png
42,train,412,00001001_003.png
42,train,413,00000200_001.png
42,train,414,00000090_006.png
42,train,415,00000963_000.png
42,train,416,00000176_001.png
42,train,417,00000182_000.png
42,train,418,00000973_000.png
42,train,419,00000571_005.png
42,train,420,00000963_014.png
42,train,421,00000192_000.png
42,train,422,00000820_009.png
42,train,423,00000334_005.png
42,train,424,00000820_021.png
42,train,425,00000723_001.png
42,train,426,00000547_007.png
42,train,427,00000955_002.png
42,train,428,00000963_028.png
42,train,429,00000038_003.png
42,train,430,00000409_001.png
42,train,431,00001103_001.png
42,train,432,00000963_010.png
42,train,433,00000571_001.png
42,train,434,00000585_000.png
42,train,435,00000561_001.png
42,train,436,00000963_004.png
42,train,437,00000820_019.png
42,train,438,00000038_007.png
42,train,439,00000820_031.png
42,train,440,00000547_003.png
42,train,441,00000723_005.png
42,train,442,00000820_025.png
42,train,443,00000334_001.png
42,train,444,00000631_003.png
42,train,445,00000857_000.png
42,train,446,00000042_001.png
42,train,447,00000847_000.png
42,train,448,00000621_003.png
42,train,449,00000052_001.png
42,train,450,00001253_003.png
42,train,451,00001265_001.png
42,train,452,00001291_000.png
42,train,453,00000090_002.png
42,train,454,00000368_011.png
42,train,455,00000909_002.png
42,train,456,00001281_000.png
42,train,457,00000368_005.png
42,train,458,00000861_002.png
42,train,459,00000177_000.png
42,train,460,00000183_001.png
42,train,461,00000831_008.png
42,train,462,00000996_000.png
42,train,463,00000949_008.png
42,train,464,00000704_002.png
42,train,465,00000167_000.png
42,train,466,00000972_001.png
42,train,467,00000986_000.png
42,train,468,00001203_009.png
42,train,469,00000722_000.png
42,train,470,00001228_000.png
42,train,471,00000039_002.png
42,train,472,00001238_000.png
42,train,473,00000954_003.png
42,train,474,00000444_000.png
42,train,475,00000459_023.png
42,train,476,00000454_000.png
42,train,477,00001026_000.png
42,train,478,00000459_037.png
42,train,479,00000870_013.png
42,train,480,00001301_033.png
42,train,481,00000369_000.png
42,train,482,00000091_007.png
42,train,483,00000201_000.png
42,train,484,00001301_027.png
42,train,485,00000379_000.png
42,train,486,00000870_007.png
42,train,487,00000273_000.png
42,train,488,00000248_009.png
42,train,489,00001206_004.png
42,train,490,00000410_002.png
42,train,491,00001107_009.png
42,train,492,00000426_000.png
42,train,493,00000652_012.png
42,train,494,00000255_002.png
42,train,495,00000248_021.png
42,train,496,00001054_000.png
42,train,497,00000436_000.png
42,train,498,00001044_000.png
42,train,499,00000245_002.png
42,train,500,00000591_008.png
42,train,501,00000638_000.png
42,train,502,00000133_002.png
42,train,503,00000750_000.png
42,train,504,00000628_000.png
42,train,505,00001322_000.png
42,train,506,00000115_000.png
42,train,507,00001298_003.png
42,train,508,00000766_002.png
42,train,509,00000502_004.png
42,train,510,00001194_005.png
42,train,511,00000502_010.png
42,train,512,00000105_000.png
42,train,513,00000910_001.png
42,train,514,00001018_004.png
42,train,515,00000782_003.png
42,train,516,00000681_000.png
42,train,517,00001217_001.png
42,train,518,00000272_005.png
42,train,519,00000691_000.png
42,train,520,00000835_000.png
42,train,521,00001221_003.png
42,train,522,00000020_001.png
42,train,523,00000148_001.png
42,train,524,00000825_000.png
42,train,525,00000030_001.png
42,train,526,00001055_005.png
42,train,527,00000741_005.png
42,train,528,00000356_001.png
42,train,529,00001157_003.png
42,train,530,00001161_001.png
42,train,531,00001195_000.png
42,train,532,00000360_003.png
42,train,533,00000869_004.png
42,train,534,00000513_001.png
42,train,535,00001019_001.png
42,train,536,00000450_008.png
42,train,537,00001185_000.png
42,train,538,00001171_000.png
42,train,539,00001315_006.png
42,train,540,00000901_005.png
42,train,541,00001009_000.png
42,train,542,00000503_000.png
42,train,543,00000360_002.png
42,train,544,00001161_000.png
42,train,545,00001019_000.png
42,train,546,00000513_000.png
42,train,547,00000741_004.png
42,train,548,00001157_002.png
42,train,549,00000356_000.png
42,train,550,00000132_006.png
42,train,551,00000937_007.png
42,train,552,00000346_000.png
42,train,553,00000825_001.png
42,train,554,00000148_000.png
42,train,555,00001055_004.png
42,train,556,00000030_000.png
42,train,557,00000158_000.png
42,train,558,00000020_000.png
42,train,559,00001221_002.png
42,train,560,00001045_004.png
42,train,561,00000272_004.png
42,train,562,00001217_000.png
42,train,563,00000665_000.png
42,train,564,00000569_006.png
42,train,565,00000675_000.png
42,train,566,00000766_017.png
42,train,567,00000105_001.png
42,train,568,00001304_003.png
42,train,569,00000502_011.png
42,train,570,00000868_000.png
42,train,571,00001194_004.png
42,train,572,00000782_002.png
42,train,573,00000089_000.png
42,train,574,00001018_005.png
42,train,575,00000910_000.png
42,train,576,00000502_005.png
42,train,577,00000900_000.png
42,train,578,00000766_003.png
42,train,579,00001298_002.png
42,train,580,00001322_001.png
42,train,581,00000628_001.png
42,train,582,00000926_002.png
42,train,583,00000426_001.png
42,train,584,00001107_008.png
42,train,585,00000255_003.png
42,train,586,00000248_020.png
42,train,587,00000652_013.png
42,train,588,00001230_007.png
42,train,589,00000248_008.png
42,train,590,00000297_000.png
42,train,591,00001096_002.png
42,train,592,00001072_003.png
42,train,593,00000273_001.png
42,train,594,00000287_000.png
42,train,595,00000201_001.png
42,train,596,00000091_006.png
42,train,597,00000870_006.png
42,train,598,00000379_001.png
42,train,599,00000486_002.png
42,train,600,00001301_026.png
42,train,601,00001280_004.png
42,train,602,00000870_012.png
42,train,603,00000459_036.png
42,train,604,00000444_001.png
42,train,605,00000459_022.png
42,train,606,00000954_002.png
42,train,607,00001238_001.png
42,train,608,00000039_003.png
42,train,609,00001228_001.png
42,train,610,00000709_008.png
42,train,611,00001203_008.png
42,train,612,00000167_001.png
42,train,613,00000972_000.png
42,train,614,00000831_009.png
42,train,615,00000688_002.png
42,train,616,00000177_001.png
42,train,617,00000183_000.png
42,train,618,00000704_003.png
42,train,619,00000962_000.png
42,train,620,00000996_001.png
42,train,621,00001275_000.png
42,train,622,00000080_003.png
42,train,623,00000607_000.png
42,train,624,00000861_003.png
42,train,625,00000368_010.png
42,train,626,00001265_000.png
42,train,627,00000617_000.png
42,train,628,00000621_002.png
42,train,629,00000847_001.png
42,train,630,00001253_002.png
42,train,631,00000052_000.png
42,train,632,00000857_001.png
42,train,633,00000631_002.png
42,train,634,00000042_000.png
42,train,635,00000723_004.png
42,train,636,00000820_024.png
42,train,637,00000334_000.png
42,train,638,00000820_030.png
42,train,639,00001113_000.png
42,train,640,00000820_018.png
42,train,641,00000963_005.png
42,train,642,00000561_000.png
42,train,643,00000963_011.png
42,train,644,00001103_000.png
42,train,645,00000409_000.png
42,train,646,00000571_000.png
42,train,647,00000561_002.png
42,train,648,00000963_007.png
42,train,649,00000571_002.png
42,train,650,00001103_002.png
42,train,651,00000963_013.png
42,train,652,00000302_000.png
42,train,653,00000334_002.png
42,train,654,00000820_026.png
42,train,655,00001135_000.png
42,train,656,00000547_000.png
42,train,657,00001125_000.png
42,train,658,00000038_004.png
42,train,659,00000955_005.png
42,train,660,00000557_000.png
42,train,661,00001278_009.png
42,train,662,00000772_009.png
42,train,663,00000759_000.png
42,train,664,00001253_000.png
42,train,665,00000621_000.png
42,train,666,00000749_000.png
42,train,667,00001243_000.png
42,train,668,00000042_002.png
42,train,669,00000796_008.png
42,train,670,00000631_000.png
42,train,671,00000857_003.png
42,train,672,00000368_006.png
42,train,673,00000861_001.png
42,train,674,00000895_000.png
42,train,675,00000127_009.png
42,train,676,00000074_000.png
42,train,677,00000080_001.png
42,train,678,00000885_000.png
42,train,679,00000064_000.png
42,train,680,00000090_001.png
42,train,681,00001001_004.png
42,train,682,00000909_001.png
42,train,683,00000972_002.png
42,train,684,00000698_000.png
42,train,685,00000996_003.png
42,train,686,00000704_001.png
42,train,687,00000177_003.png
42,train,688,00000183_002.png
42,train,689,00000688_000.png
42,train,690,00000039_001.png
42,train,691,00001238_003.png
42,train,692,00000954_000.png
42,train,693,00000944_000.png
42,train,694,00000227_001.png
42,train,695,00000459_034.png
42,train,696,00001301_018.png
42,train,697,00000459_020.png
42,train,698,00000444_003.png
42,train,699,00001301_024.png
42,train,700,00000459_008.png
42,train,701,00000486_000.png
42,train,702,00000870_004.png
42,train,703,00001000_001.png
42,train,704,00000496_000.png
42,train,705,00000091_010.png
42,train,706,00000870_010.png
42,train,707,00000410_001.png
42,train,708,00001096_000.png
42,train,709,00001206_007.png
42,train,710,00001059_008.png
42,train,711,00000273_003.png
42,train,712,00001072_001.png
42,train,713,00001086_000.png
42,train,714,00000245_001.png
42,train,715,00000652_005.png
42,train,716,00001230_005.png
42,train,717,00000652_011.png
42,train,718,00000248_022.png
42,train,719,00000255_001.png
42,train,720,00001054_003.png
42,train,721,00000426_003.png
42,train,722,00001322_003.png
42,train,723,00000936_000.png
42,train,724,00000133_001.png
42,train,725,00000118_008.png
42,train,726,00001288_000.png
42,train,727,00000782_000.png
42,train,728,00001194_006.png
42,train,729,00000502_013.png
42,train,730,00000105_003.png
42,train,731,00000766_015.png
42,train,732,00001298_000.png
42,train,733,00000099_002.png
42,train,734,00000792_000.png
42,train,735,00000502_007.png
42,train,736,00001314_001.png
42,train,737,00000385_004.png
42,train,738,00000016_000.png
42,train,739,00000272_006.png
42,train,740,00000813_001.png
42,train,741,00000569_004.png
42,train,742,00000006_000.png
42,train,743,00001231_000.png
42,train,744,00001055_006.png
42,train,745,00000148_002.png
42,train,746,00001221_000.png
42,train,747,00000020_002.png
42,train,748,00000653_000.png
42,train,749,00000132_004.png
42,train,750,00001157_000.png
42,train,751,00000741_006.png
42,train,752,00000525_000.png
42,train,753,00001147_000.png
42,train,754,00000061_019.png
42,train,755,00000535_000.png
42,train,756,00000208_000.png
42,train,757,00001315_004.png
42,train,758,00001019_002.png
42,train,759,00000061_025.png
42,train,760,00000360_000.png
42,train,761,00000869_007.png
42,train,762,00000061_024.png
42,train,763,00001019_003.png
42,train,764,00000869_006.png
42,train,765,00000360_001.png
42,train,766,00000394_000.png
42,train,767,00001315_005.png
42,train,768,00000061_018.png
42,train,769,00001147_001.png
42,train,770,00000937_004.png
42,train,771,00001157_001.png
42,train,772,00000132_005.png
42,train,773,00000927_004.png
42,train,774,00000741_007.png
42,train,775,00001221_001.png
42,train,776,00000653_001.png
42,train,777,00001055_007.png
42,train,778,00001231_001.png
42,train,779,00000825_002.png
42,train,780,00000148_003.png
42,train,781,00000813_000.png
42,train,782,00000569_005.png
42,train,783,00000803_000.png
42,train,784,00000502_006.png
42,train,785,00000766_000.png
42,train,786,00000792_001.png
42,train,787,00000099_003.png
42,train,788,00001298_001.png
42,train,789,00000385_005.png
42,train,790,00001314_000.png
42,train,791,00000776_000.png
42,train,792,00000782_001.png
42,train,793,00001018_006.png
42,train,794,00000766_014.png
42,train,795,00000105_002.png
42,train,796,00001304_000.png
42,train,797,00000502_012.png
42,train,798,00000118_009.png
42,train,799,00000133_000.png
42,train,800,00000926_001.png
42,train,801,00000123_000.png
42,train,802,00000766_028.png
42,train,803,00001054_002.png
42,train,804,00000248_023.png
42,train,805,00000255_000.png
42,train,806,00001230_004.png
42,train,807,00000426_002.png
42,train,808,00000245_000.png
42,train,809,00000652_004.png
42,train,810,00001072_000.png
42,train,811,00001086_001.png
42,train,812,00000273_002.png
42,train,813,00000578_000.png
42,train,814,00001206_006.png
42,train,815,00001062_000.png
42,train,816,00001096_001.png
42,train,817,00000568_000.png
42,train,818,00001168_000.png
42,train,819,00000462_000.png
42,train,820,00001301_031.png
42,train,821,00001010_000.png
42,train,822,00000870_011.png
42,train,823,00001178_000.png
42,train,824,00000870_005.png
42,train,825,00000472_000.png
42,train,826,00000486_001.png
42,train,827,00000459_009.png
42,train,828,00001301_025.png
42,train,829,00001000_000.png
42,train,830,00000091_005.png
42,train,831,00000459_021.png
42,train,832,00000444_002.png
42,train,833,00001301_019.png
42,train,834,00000151_000.png
42,train,835,00000029_000.png
42,train,836,00001228_002.png
42,train,837,00000944_001.png
42,train,838,00000141_000.png
42,train,839,00000954_001.png
42,train,840,00001238_002.png
42,train,841,00000704_000.png
42,train,842,00000996_002.png
42,train,843,00000688_001.png
42,train,844,00000177_002.png
42,train,845,00000714_000.png
42,train,846,00000871_000.png
42,train,847,00000885_001.png
42,train,848,00000909_000.png
42,train,849,00000090_000.png
42,train,850,00001278_020.png
42,train,851,00000127_008.png
42,train,852,00000861_000.png
42,train,853,00000368_007.png
42,train,854,00000080_000.png
42,train,855,00000919_000.png
42,train,856,00000796_009.png
42,train,857,00000042_003.png
42,train,858,00001243_001.png
42,train,859,00000857_002.png
42,train,860,00000631_001.png
42,train,861,00001253_001.png
42,train,862,00000772_008.png
42,train,863,00001278_008.png
42,train,864,00000621_001.png
42,train,865,00000847_002.png
42,train,866,00001125_001.png
42,train,867,00000955_004.png
42,train,868,00000038_005.png
42,train,869,00000334_003.png
42,train,870,00000820_027.png
42,train,871,00000571_003.png
42,train,872,00000963_012.png
42,train,873,00000963_006.png
42,train,874,00000561_003.png
42,train,875,00000107_000.png
42,train,876,00000877_022.png
42,train,877,00000054_009.png
42,train,878,00000912_001.png
42,train,879,00000117_000.png
42,train,880,00000500_004.png
42,train,881,00000877_036.png
42,train,882,00000764_002.png
42,train,883,00001258_000.png
42,train,884,00000627_037.png
42,train,885,00000752_000.png
42,train,886,00000121_002.png
42,train,887,00001255_037.png
42,train,888,00000049_002.png
42,train,889,00001255_023.png
42,train,890,00000742_000.png
42,train,891,00001154_006.png
42,train,892,00000131_002.png
42,train,893,00000627_023.png
42,train,894,00000434_000.png
42,train,895,00000023_004.png
42,train,896,00001222_006.png
42,train,897,00001046_000.png
42,train,898,00000424_000.png
42,train,899,00001222_012.png
42,train,900,00001056_000.png
42,train,901,00001232_006.png
42,train,902,00000005_006.png
42,train,903,00000261_000.png
42,train,904,00001094_003.png
42,train,905,00000676_004.png
42,train,906,00000319_000.png
42,train,907,00000412_002.png
42,train,908,00000271_000.png
42,train,909,00000285_001.png
42,train,910,00000309_000.png
42,train,911,00000402_002.png
42,train,912,00000322_009.png
42,train,913,00001187_000.png
42,train,914,00001317_007.png
42,train,915,00000362_003.png
42,train,916,00001197_000.png
42,train,917,00000469_001.png
42,train,918,00000781_006.png
42,train,919,00000511_001.png
42,train,920,00001249_005.png
42,train,921,00001145_003.png
42,train,922,00000827_000.png
42,train,923,00001301_042.png
42,train,924,00000974_009.png
42,train,925,00001088_019.png
42,train,926,00000837_000.png
42,train,927,00000022_001.png
42,train,928,00001104_018.png
42,train,929,00000827_014.png
42,train,930,00000459_052.png
42,train,931,00000979_002.png
42,train,932,00001215_001.png
42,train,933,00000693_000.png
42,train,934,00001205_001.png
42,train,935,00001088_025.png
42,train,936,00000683_000.png
42,train,937,00000459_046.png
42,train,938,00000318_005.png
42,train,939,00000789_000.png
42,train,940,00001277_001.png
42,train,941,00000799_000.png
42,train,942,00001267_001.png
42,train,943,00001293_000.png
42,train,944,00000873_002.png
42,train,945,00000887_003.png
42,train,946,00000447_005.png
42,train,947,00000103_008.png
42,train,948,00000050_001.png
42,train,949,00000855_000.png
42,train,950,00000138_001.png
42,train,951,00000040_001.png
42,train,952,00000545_003.png
42,train,953,00000731_005.png
42,train,954,00001200_018.png
42,train,955,00000174_005.png
42,train,956,00000310_003.png
42,train,957,00001101_015.png
42,train,958,00000597_000.png
42,train,959,00000809_004.png
42,train,960,00001101_001.png
42,train,961,00000190_004.png
42,train,962,00000278_003.png
42,train,963,00000573_001.png
42,train,964,00000587_000.png
42,train,965,00000203_000.png
42,train,966,00000508_002.png
42,train,967,00000798_005.png
42,train,968,00000872_007.png
42,train,969,00000798_011.png
42,train,970,00000494_003.png
42,train,971,00000456_000.png
42,train,972,00000798_039.png
42,train,973,00000632_006.png
42,train,974,00000489_008.png
42,train,975,00001024_000.png
42,train,976,00000499_008.png
42,train,977,00000446_000.png
42,train,978,00000632_012.png
42,train,979,00001250_006.png
42,train,980,00001034_000.png
42,train,981,00000730_000.png
42,train,982,00000327_004.png
42,train,983,00000697_008.png
42,train,984,00000143_002.png
42,train,985,00000648_000.png
42,train,986,00000720_000.png
42,train,987,00000658_000.png
42,train,988,00000984_000.png
42,train,989,00000716_002.png
42,train,990,00000175_000.png
42,train,991,00001110_004.png
42,train,992,00000994_000.png
42,train,993,00001068_004.png
42,train,994,00000818_000.png
42,train,995,00000175_001.png
42,train,996,00001068_005.png
42,train,997,00000960_000.png
